,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,month_sold,house_age
267,420000.0,3,2.25,1770,8165,2.0,0,0,3,1770,0,1977,2004,12921 79th Pl NE,Kirkland,WA 98034,5,37
268,428000.0,2,2.0,1350,3900,1.0,0,0,3,1350,0,2003,0,232nd Way,Redmond,WA 98053,5,11
269,599000.0,3,1.75,1960,4788,1.0,0,0,4,1090,870,1920,0,6253-6299 15th Ave NE,Seattle,WA 98115,5,94
270,492000.0,4,2.5,3305,16164,1.5,0,0,5,2245,1060,1922,1956,1718 N 175th St,Shoreline,WA 98133,5,92
271,630000.0,2,2.25,2550,5663,1.0,0,0,3,1720,830,2011,0,1225 N 41st Pl,Renton,WA 98056,5,3
273,1110000.0,4,1.5,2310,13300,1.0,0,0,3,1890,420,1950,2005,9724 NE 14th St,Clyde Hill,WA 98004,5,64
274,575000.0,4,2.0,1650,5000,1.0,0,0,3,1650,0,1955,2005,6708 14th Ave NW,Seattle,WA 98117,5,59
275,705000.0,4,2.5,2650,4316,1.5,0,0,3,1520,1130,1905,2013,1902 45th Ave SW,Seattle,WA 98116,5,109
276,940000.0,4,2.25,1890,5940,1.0,0,1,3,1470,420,1963,2008,1234 22nd Ave E,Seattle,WA 98112,5,51
277,313000.0,3,1.75,2190,8000,1.0,0,0,4,2190,0,1967,0,32631 39th Ave SW,Federal Way,WA 98023,5,47
278,618080.0,3,2.5,2030,6500,2.0,0,0,3,2030,0,1988,2000,4421-4564 186th Ave SE,Issaquah,WA 98027,5,26
279,640000.0,3,3.0,2270,5175,2.0,0,0,3,2130,140,2002,0,1200 N 27th Pl,Renton,WA 98056,5,12
280,485000.0,3,2.0,1610,4160,1.0,0,0,4,1010,600,1917,0,4313 SW Willow St,Seattle,WA 98136,5,97
281,300000.0,2,1.0,760,3001,1.0,0,0,3,760,0,1913,1983,1761 17th Ave S,Seattle,WA 98144,5,101
282,379500.0,2,1.0,1640,17335,1.0,0,0,3,840,800,1978,0,3301-3389 289th Ave NE,Redmond,WA 98053,5,36
283,339950.0,3,2.25,1630,12295,2.0,0,0,4,1630,0,1985,0,19501 135th Ave SE,Renton,WA 98058,5,29
287,239900.0,3,2.0,1410,7566,1.0,0,0,3,1410,0,1985,0,11907 SE 261st Pl,Kent,WA 98030,5,29
288,314950.0,3,1.0,1040,16986,1.0,0,0,4,1040,0,1968,0,18227 SE 135th St,Renton,WA 98059,5,46
289,361280.0,2,1.0,820,6400,1.0,0,0,4,820,0,1944,0,5902 37th Ave SW,Seattle,WA 98126,5,70
292,480500.0,4,2.5,2180,11200,1.0,0,0,4,2180,0,1968,0,18911 NE 165th Pl,Woodinville,WA 98072,5,46
293,280000.0,3,2.5,1600,4271,2.0,0,0,3,1600,0,2000,0,5146 S 303rd Pl,Auburn,WA 98001,5,14
294,440000.0,3,1.75,1500,6180,1.0,0,0,4,1060,440,1947,1988,3827 39th Ave S,Seattle,WA 98118,5,67
295,530000.0,3,1.0,1340,4284,1.0,0,0,3,1080,260,1910,2006,4703-4707 4th Ave NE,Seattle,WA 98105,5,104
296,560000.0,3,2.0,1860,13374,1.0,0,0,3,1860,0,1985,0,1010 NW Inneswood Dr,Issaquah,WA 98027,5,29
297,775000.0,3,2.0,2540,7200,1.5,0,3,4,1600,940,1905,0,517 32nd Ave S,Seattle,WA 98144,5,109
298,160000.0,2,1.0,1040,13100,1.0,0,0,5,1040,0,1912,0,733 1st Ave N,Kent,WA 98032,5,102
299,209950.0,3,1.5,1380,11130,1.0,0,0,3,1380,0,1960,2012,32016 8th Ave S,Federal Way,WA 98003,5,54
300,226500.0,3,1.75,1640,10762,1.0,0,0,3,1130,510,1988,2000,27000-27080 201st Ave SE,Covington,WA 98042,5,26
302,409500.0,4,2.75,2140,13000,1.0,0,0,3,1320,820,1968,1997,19302 65th Pl NE,Kenmore,WA 98028,5,46
303,690000.0,3,2.0,1760,6428,1.0,0,0,4,980,780,1942,1982,2145 Condon Way W,Seattle,WA 98199,5,72
304,405000.0,3,2.25,1660,8307,1.0,0,0,4,1660,0,1961,2001,605 N 178th St,Shoreline,WA 98133,5,53
305,375000.0,3,2.5,1830,13042,2.0,0,0,3,1830,0,1990,2009,25408 Lake Wilderness Country Club Dr SE,Maple Valley,WA 98038,5,24
306,794154.0,4,2.0,2210,8556,1.0,0,1,4,1210,1000,1954,1979,3235 30th Ave W,Seattle,WA 98199,5,60
307,185000.0,4,1.0,1490,6600,1.0,0,0,3,1490,0,1969,2010,13248 Occidental Ave S,Burien,WA 98168,5,45
308,245000.0,3,1.5,1260,1270,2.0,0,0,3,1040,220,2005,0,11304 Corliss Ave N,Seattle,WA 98133,5,9
311,425000.0,2,2.5,1150,1027,3.0,0,0,3,1150,0,2008,0,3631 Greenwood Ave N,Seattle,WA 98103,5,6
313,365000.0,5,2.75,2410,5003,1.0,0,0,3,1410,1000,2008,0,7956 46th Ave S,Seattle,WA 98118,5,6
314,417250.0,3,2.25,1606,1452,3.0,0,0,3,1606,0,2009,0,12303 Sand Point Way NE,Seattle,WA 98125,5,5
315,339950.0,2,1.0,820,681,3.0,0,0,3,820,0,2006,0,513 N 46th St,Seattle,WA 98103,5,8
316,615000.0,2,1.0,1540,6872,1.0,0,0,4,820,720,1946,1989,2814 13th Ave W,Seattle,WA 98119,5,68
317,403000.0,3,2.75,2090,8354,2.0,0,0,3,2090,0,2012,1912,27930 NE 147th Pl,Duvall,WA 98019,5,2
318,980000.0,5,2.5,3160,11470,1.0,0,0,4,1780,1380,1971,0,7401 92nd Pl SE,Mercer Island,WA 98040,5,43
319,258000.0,4,1.75,1730,8320,1.0,0,0,3,1230,500,1977,2004,30633 21st Ave SW,Federal Way,WA 98023,5,37
320,533000.0,3,1.0,1670,4080,1.0,0,0,3,1170,500,1967,2011,544 NE 84th St,Seattle,WA 98115,5,47
321,537500.0,4,2.5,2550,4630,2.0,0,0,3,2550,0,2005,0,1825 251st Pl SE,Sammamish,WA 98075,5,9
322,830000.0,5,3.0,3040,9601,1.0,0,0,5,1970,1070,1968,0,5200-5298 90th Ave SE,Mercer Island,WA 98040,5,46
323,712000.0,3,1.0,1250,4620,1.5,0,0,4,1150,100,1900,1971,3612 Interlake Ave N,Seattle,WA 98103,5,114
324,262000.0,4,2.5,2020,6236,2.0,0,0,3,2020,0,2002,0,434 Pullman Ave,Algona,WA 98001,5,12
325,753888.0,4,2.5,2660,5500,2.0,0,2,3,2660,0,2003,0,1669 28th Ave NE,Issaquah,WA 98029,5,11
326,134000.0,2,1.5,980,5000,2.0,0,0,3,980,0,1922,2003,235 Thelma St,Skykomish,WA 98288,5,92
327,402000.0,3,2.5,1960,8000,1.0,0,0,4,1290,670,1977,0,12207 NE 139th Pl,Kirkland,WA 98034,5,37
328,205000.0,2,1.0,720,5040,1.0,0,0,3,720,0,1955,2005,8448 Delridge Way SW,Seattle,WA 98106,5,59
329,553650.0,2,2.5,1360,1349,2.0,0,0,3,1050,310,1997,0,624 Lake Washington Blvd E,Seattle,WA 98112,5,17
330,559950.0,2,2.0,1870,4950,1.0,0,0,3,1870,0,2006,0,23733 NE Salal Pl,Redmond,WA 98053,5,8
331,260000.0,4,1.5,2130,8800,1.0,0,0,3,1100,1030,1962,2003,24345 35th Pl S,Kent,WA 98032,5,52
332,270000.0,4,2.5,1810,6509,2.0,0,0,3,1810,0,1994,0,14816 SE 278th St,Kent,WA 98042,5,20
334,719000.0,3,2.5,1690,4500,1.5,0,1,4,1690,0,1928,0,4022 SW Walker St,Seattle,WA 98116,5,86
335,266000.0,3,2.5,1940,8547,1.0,0,0,3,1460,480,1989,0,28123 123rd Pl SE,Kent,WA 98030,5,25
336,325900.0,4,2.5,2320,6270,2.0,0,0,3,2320,0,2004,2003,15020 SE 281st St,Kent,WA 98042,5,10
338,1039000.0,4,1.0,3410,5000,2.0,0,0,5,2190,1220,1910,0,2509 33rd Ave S,Seattle,WA 98144,5,104
340,246000.0,3,1.75,1390,7399,1.0,0,0,4,1390,0,1975,0,11921 SE 205th St,Kent,WA 98031,5,39
341,515000.0,2,1.0,1060,4960,1.0,0,0,3,1060,0,1926,2003,8230 Corliss Ave N,Seattle,WA 98103,5,88
342,207000.0,3,1.0,1490,8995,1.0,0,0,4,1490,0,1954,1979,12612 23rd Ave S,Seattle,WA 98168,5,60
343,780000.0,4,1.75,2480,9195,1.0,0,0,3,1390,1090,1950,2005,3002 109th Ave SE,Bellevue,WA 98004,5,64
346,295000.0,3,2.5,1920,7229,2.0,0,0,3,1920,0,1993,0,1914 S 375th St,Federal Way,WA 98003,5,21
347,385000.0,3,1.75,1890,9920,1.0,0,0,3,1230,660,1944,0,14317 22nd Ave NE,Seattle,WA 98125,5,70
348,350000.0,4,1.75,2250,13515,1.0,0,0,4,2150,100,1940,2001,468 Scenic Way,Kent,WA 98030,5,74
349,235000.0,2,1.0,1270,3008,1.0,0,0,4,650,620,1923,0,4305 S Webster St,Seattle,WA 98118,5,91
350,358000.0,2,1.5,960,1808,2.0,0,0,3,960,0,1993,0,1816 26th Ave,Seattle,WA 98122,5,21
351,716500.0,4,2.5,3290,6465,2.0,0,0,3,3290,0,2002,0,1031 272nd Pl SE,Sammamish,WA 98075,5,12
352,228000.0,4,1.75,2000,6120,1.0,0,0,3,1100,900,1965,1993,5933 S Eastwood Dr,Seattle,WA 98178,5,49
353,405000.0,2,1.0,1020,8155,1.0,0,0,4,1020,0,1948,0,13221 3rd Ave NW,Seattle,WA 98177,5,66
354,538000.0,4,1.75,1840,9600,1.0,0,0,3,1220,620,1967,2011,5524 161st Pl NE,Redmond,WA 98052,5,47
355,530000.0,3,1.75,1980,6760,1.0,0,0,4,1980,0,1973,0,3220 170th Ave NE,Bellevue,WA 98008,5,41
357,636000.0,2,1.75,1230,3600,1.5,0,0,5,1230,0,1925,0,2561 3rd Ave W,Seattle,WA 98119,5,89
360,868500.0,3,2.5,2920,3942,3.0,0,0,3,2920,0,2008,0,1012 N 42nd Pl,Renton,WA 98056,5,6
361,530000.0,4,2.75,2280,2850,1.5,0,0,4,1540,740,1930,0,8013 20th Ave NE,Seattle,WA 98115,5,84
363,230000.0,3,1.75,950,6000,1.0,0,0,3,790,160,1939,1969,1237 S Sullivan St,Seattle,WA 98108,5,75
364,229000.0,3,2.5,1190,3000,2.0,0,0,3,1190,0,2002,0,12227 47th Ave S,Tukwila,WA 98178,5,12
365,437000.0,3,1.75,1310,9282,1.0,0,0,4,1310,0,1976,1992,17128 NE 92nd St,Redmond,WA 98052,5,38
367,595000.0,3,2.5,1750,3354,2.0,0,0,4,1750,0,1991,0,10621 NE 107th Pl,Kirkland,WA 98033,5,23
368,660000.0,3,1.75,1320,5750,1.5,0,0,5,1320,0,1918,0,2121 46th Ave SW,Seattle,WA 98116,5,96
369,347500.0,4,2.5,2460,7350,2.0,0,0,3,2460,0,1989,0,32817 10th Pl SW,Federal Way,WA 98023,5,25
370,297950.0,3,2.0,1240,10800,1.0,0,0,3,1240,0,1967,2010,17109 139th Pl SE,Renton,WA 98058,5,47
371,245000.0,3,1.5,1260,7964,1.0,0,0,4,1260,0,1955,2009,168 S 192nd Pl,Des Moines,WA 98148,5,59
374,413450.0,3,2.5,1540,1614,3.0,0,0,3,1470,70,2008,0,9202A Interlake Ave N,Seattle,WA 98103,5,6
376,424500.0,3,1.75,1460,7700,1.0,0,0,3,1460,0,1979,2014,15917 NE 109th Way,Redmond,WA 98052,5,35
377,230000.0,3,1.0,1390,16000,1.0,0,0,4,1390,0,1960,2001,322 9th Ave N,Algona,WA 98001,5,54
378,930000.0,3,3.25,2640,4080,2.0,0,0,3,1840,800,1912,2000,4714 Thackeray Pl NE,Seattle,WA 98105,5,102
379,349000.0,3,1.75,1590,9620,1.0,0,0,3,1590,0,1988,2000,4924 SE 2nd Pl,Renton,WA 98059,5,26
380,835000.0,4,2.0,1910,6960,1.5,0,0,5,1910,0,1941,0,744 N 83rd St,Seattle,WA 98103,5,73
381,988500.0,3,2.75,2015,16807,2.0,1,4,3,2015,0,2007,0,2973-3563 SW 172nd St,Burien,WA 98166,5,7
382,500000.0,3,1.75,1410,1197,3.0,0,0,3,1410,0,2012,1912,4010 Linden Ave N,Seattle,WA 98103,5,2
383,499000.0,2,1.5,1110,957,2.0,0,0,3,930,180,2005,0,1417 4th Ave W,Seattle,WA 98119,5,9
384,321950.0,2,1.25,860,1277,2.0,0,0,3,860,0,2007,0,2113 15th Ave S,Seattle,WA 98144,5,7
385,494000.0,3,2.5,2310,4729,2.0,0,0,3,2310,0,2011,0,7630 Todd Pl,Kenmore,WA 98028,5,3
386,441750.0,2,1.5,1020,1060,3.0,0,0,3,1020,0,2008,0,743 N 71st St,Seattle,WA 98103,5,6
387,438000.0,2,1.0,980,1179,2.0,0,0,3,980,0,2010,0,2050 14th Ave W,Seattle,WA 98119,5,4
389,352000.0,3,2.25,1640,11050,1.0,0,0,4,1640,0,1972,0,14513-14521 164th Pl SE,Renton,WA 98059,5,42
390,839900.0,4,3.5,3810,13592,1.0,0,1,3,2560,1250,2013,1923,2411 Meadow Ave N,Renton,WA 98056,5,1
391,765000.0,4,2.75,2790,10819,2.0,0,0,3,2790,0,1996,0,19490 SE 57th Pl,Issaquah,WA 98027,5,18
392,460000.0,4,1.75,1750,5500,1.5,0,0,5,1050,700,1926,0,7021 24th Ave NW,Seattle,WA 98117,5,88
393,224500.0,4,1.0,1430,8355,1.5,0,0,4,1430,0,1983,0,31714 125th Pl SE,Auburn,WA 98092,5,31
394,254000.0,3,2.5,1850,4597,2.0,0,0,3,1850,0,2003,0,15407 SE 252nd Pl,Covington,WA 98042,5,11
398,402500.0,4,2.5,2600,11951,2.0,0,0,3,2600,0,1988,2000,33134 3rd Ct SW,Federal Way,WA 98023,5,26
399,280950.0,3,1.75,1390,8700,1.0,0,3,4,840,550,1912,1989,629-899 Cedar Ave S,Renton,WA 98057,5,102
400,604000.0,4,2.5,2260,7753,2.0,0,0,3,2260,0,1989,0,3809 260th Ave SE,Issaquah,WA 98029,5,25
401,565000.0,4,2.25,2470,7447,2.0,0,0,3,2470,0,1984,0,4205 NE 169th Ct,Lake Forest Park,WA 98155,5,30
402,255000.0,2,1.0,810,7980,1.0,0,0,1,810,0,1928,0,12727 2nd Ave SW,Seattle,WA 98146,5,86
403,445000.0,4,2.0,1650,6000,1.0,0,0,5,1000,650,1959,0,2211 20th Ave S,Seattle,WA 98144,5,55
405,195000.0,2,1.0,720,18000,1.0,0,0,3,720,0,1950,2005,10614 57th Ave S,Seattle,WA 98178,5,64
407,387000.0,3,2.25,1445,1606,2.0,0,0,3,1300,145,2003,0,206-458 Lingering Pine Dr NW,Issaquah,WA 98027,5,11
408,490000.0,2,1.0,1840,3300,1.5,0,0,4,1130,710,1910,0,6255 4th Ave NW,Seattle,WA 98107,5,104
409,505000.0,3,2.5,2100,5824,2.0,0,2,3,2100,0,1999,0,7418 Dogwood Ln SE,Snoqualmie,WA 98065,5,15
410,303500.0,3,1.5,1060,10464,1.0,0,0,4,1060,0,1973,0,14320 84th Ave NE,Kirkland,WA 98034,5,41
411,270000.0,3,1.5,1500,6337,1.0,0,0,5,1500,0,1953,0,13532 15th Pl NE,Seattle,WA 98125,5,61
412,323000.0,4,2.75,1970,7213,1.0,0,0,3,1170,800,1977,2004,17814 161st Ave SE,Renton,WA 98058,5,37
413,382000.0,3,3.25,1410,1253,3.0,0,0,3,1410,0,2005,0,9507 Ashworth Ave N,Seattle,WA 98103,5,9
415,280000.0,4,2.0,2190,14439,1.0,0,0,4,1180,1010,1977,0,3331 S 368th Pl,Auburn,WA 98001,5,37
416,260000.0,3,2.0,1920,8075,1.0,0,0,4,1510,410,1969,0,32704 33rd Ave SW,Federal Way,WA 98023,5,45
417,201500.0,3,1.0,1160,8320,1.0,0,0,4,1160,0,1959,0,24345 35th Pl S,Kent,WA 98032,5,55
419,536500.0,4,1.75,2000,4000,1.5,0,0,5,1450,550,1926,0,4127 Fauntleroy Way SW,Seattle,WA 98126,5,88
420,248000.0,4,3.0,2163,5883,2.0,0,0,3,2163,0,2006,0,429 Milwaukee Blvd S,Algona,WA 98001,5,8
422,580000.0,4,2.5,2840,6268,2.0,0,0,3,2840,0,1998,2006,15217 80th Ave NE,Kenmore,WA 98028,5,16
423,463000.0,2,1.0,1150,4400,1.0,0,0,4,1150,0,1905,0,401 31st Ave E,Seattle,WA 98112,5,109
424,742500.0,4,2.75,3100,3773,2.0,0,0,3,2000,1100,1919,1996,1614 32nd Ave,Seattle,WA 98122,5,95
425,260000.0,3,2.5,1420,14850,1.0,0,0,4,1020,400,1963,0,3319 S 262nd St,Kent,WA 98032,5,51
427,312000.0,4,2.25,1930,7452,1.0,0,0,3,1430,500,1984,0,21423 114th Pl SE,Kent,WA 98031,5,30
428,566000.0,3,2.25,1660,10140,1.0,0,0,4,1370,290,1980,0,9828 159th Pl NE,Redmond,WA 98052,5,34
429,511555.0,3,2.0,1400,7293,1.0,0,0,4,1400,0,1963,0,2655 166th Ave SE,Bellevue,WA 98008,5,51
430,583000.0,4,2.5,2660,4000,2.0,0,0,3,2660,0,2001,0,9921 227th Way NE,Redmond,WA 98053,5,13
431,290000.0,4,2.5,2000,13300,1.0,0,0,4,1200,800,1968,0,3026 S Star Lake Rd,Auburn,WA 98001,5,46
432,311100.0,4,2.25,2130,8078,1.0,0,0,4,1380,750,1977,0,3502 Morris Ave S,Renton,WA 98055,5,37
433,325000.0,3,2.25,1352,1694,3.0,0,0,3,1352,0,2007,0,1211 NE 135th St,Seattle,WA 98125,5,7
434,491300.0,3,1.75,1750,11340,1.0,0,1,4,1300,450,1987,0,400-498 211th Pl NE,Sammamish,WA 98074,5,27
435,315000.0,5,1.75,2320,8100,1.0,0,0,4,1160,1160,1956,0,439 SW 156th St,Burien,WA 98166,5,58
437,330000.0,4,2.5,1940,3784,2.0,0,0,3,1940,0,2003,0,16828 166th Pl SE,Renton,WA 98058,5,11
438,481450.0,3,2.0,1410,4800,1.0,0,0,3,1410,0,1940,1996,7701 16th Ave NW,Seattle,WA 98117,5,74
439,234950.0,3,1.0,1360,9948,1.0,0,0,3,1360,0,1977,2004,21612 SE 290th Ct,Black Diamond,WA 98010,5,37
440,251000.0,3,1.75,1220,7250,1.0,0,0,3,1220,0,1962,2003,445 Meadow Dr SE,North Bend,WA 98045,5,52
443,542500.0,4,2.5,2330,14289,2.0,0,0,4,2330,0,1978,2000,2084-2104 144th Ave SE,Bellevue,WA 98007,5,36
447,252500.0,3,1.0,1030,6127,1.0,0,0,3,880,150,1947,2012,819 NE 125th St,Seattle,WA 98125,5,67
448,465000.0,4,2.5,1930,9653,1.0,0,0,4,1930,0,1968,0,29612 2nd Ave SW,Federal Way,WA 98023,5,46
450,225000.0,3,2.5,2000,9202,2.0,0,0,4,2000,0,1992,0,21227 SE 278th Way,Maple Valley,WA 98038,5,22
451,270000.0,3,2.0,1690,9583,1.0,0,0,4,1690,0,1969,0,108-150 Union Ave SE,Renton,WA 98059,5,45
453,536000.0,3,1.75,1300,5413,1.5,0,0,3,1300,0,1925,1992,9610 8th Ave NE,Seattle,WA 98115,5,89
455,445000.0,2,2.0,1150,6634,1.0,0,0,3,860,290,1940,1996,1721 NE 98th St,Seattle,WA 98115,5,74
456,320000.0,4,2.25,2310,7490,2.0,0,0,3,2310,0,1980,0,11131 SE 183rd Pl,Renton,WA 98055,5,34
457,769900.0,4,3.5,2730,3047,2.0,0,0,3,2400,330,2006,0,2653 46th Ave SW,Seattle,WA 98116,5,8
458,557000.0,4,2.5,2840,4500,2.0,0,0,3,2840,0,2012,1912,19226 76th Pl NE,Kenmore,WA 98028,5,2
459,212000.0,2,1.5,1020,1525,2.0,0,0,3,1020,0,2004,2003,10312 Linden Ave N,Seattle,WA 98133,5,10
460,376000.0,3,2.0,1340,1384,3.0,0,0,3,1340,0,2008,0,9245-9249 Fremont Ave N,Seattle,WA 98103,5,6
463,324000.0,3,2.25,998,904,2.0,0,0,3,798,200,2007,0,820 NW 95th St,Seattle,WA 98117,5,7
465,320000.0,3,2.5,2130,6969,2.0,0,0,3,2130,0,2003,0,Cedar to Green River Trail,Maple Valley,WA 98038,5,11
466,875000.0,4,2.0,2520,6000,1.0,0,0,3,1400,1120,1921,2007,6521 Fremont Ave N,Seattle,WA 98103,5,93
467,265000.0,4,1.0,1940,9533,1.0,0,0,3,1080,860,1962,2003,9908 S 210th Pl,Kent,WA 98031,5,52
468,394950.0,3,2.5,1350,1250,3.0,0,0,3,1270,80,2006,0,5940 California Ave SW,Seattle,WA 98136,5,8
469,842500.0,4,2.5,2160,5298,2.5,0,0,4,2160,0,1902,0,906 17th Ave,Seattle,WA 98122,5,112
470,368000.0,3,2.5,1370,1350,2.0,0,0,3,1010,360,2007,0,5411 Fauntleroy Way SW,Seattle,WA 98136,5,7
472,885000.0,4,2.5,2830,5000,2.0,0,0,3,2830,0,1995,0,3503 NE 43rd St,Seattle,WA 98105,5,19
473,453246.0,3,2.5,2010,2287,2.0,0,0,3,1390,620,2014,0,2500 Mulberry Walk NE,Issaquah,WA 98029,5,0
474,927000.0,4,2.75,3300,12090,2.0,0,0,3,3300,0,1953,0,9155 NE 21st Pl,Clyde Hill,WA 98004,5,61
475,490000.0,2,2.5,1230,1391,2.0,0,0,3,870,360,2004,2003,106 24th Ave E,Seattle,WA 98112,5,10
476,341000.0,3,1.5,1720,7119,1.5,0,0,4,1720,0,1952,0,17050 14th Avenue Northeast,Shoreline,WA 98155,5,62
481,255000.0,2,1.0,1220,2500,1.0,0,0,3,770,450,1910,2006,3017 SW Hinds St,Seattle,WA 98126,5,104
483,876650.0,3,3.25,2170,12508,1.5,0,0,5,1650,520,1928,1970,4436-4446 W Mercer Way,Mercer Island,WA 98040,5,86
485,350000.0,2,1.0,910,4500,1.5,0,0,4,910,0,1906,1990,4430 Letitia Ave S,Seattle,WA 98118,5,108
486,750000.0,4,2.5,2980,4930,2.0,0,0,3,2890,90,2000,0,16512 SE 64th Pl,Bellevue,WA 98006,5,14
487,582000.0,4,1.75,2120,4650,1.0,0,1,3,1190,930,1951,1994,9214 Cyrus Ave NW,Seattle,WA 98117,5,63
489,372500.0,5,3.0,2480,10090,1.0,0,0,3,1300,1180,2004,2003,5537 S 119th St,Seattle,WA 98178,5,10
490,410000.0,3,2.25,2200,16921,2.0,0,0,3,2200,0,1987,2000,21709 SE 255th Pl,Maple Valley,WA 98038,5,27
491,360000.0,4,2.0,1730,5500,1.0,0,0,5,1010,720,1943,0,7953 14th Ave SW,Seattle,WA 98106,5,71
493,225000.0,3,1.0,990,8012,1.0,0,0,4,990,0,1966,0,16411 120th Ave SE,Renton,WA 98058,5,48
494,647000.0,4,2.5,3040,6887,2.0,0,0,3,3040,0,1999,0,215 243rd Ave SE,Sammamish,WA 98074,5,15
496,185000.0,3,1.5,1370,8470,1.0,0,0,4,1370,0,1961,2001,2420 Dogwood St SE,Auburn,WA 98092,5,53
497,335000.0,3,2.5,1940,4927,2.0,0,0,3,1940,0,2004,2003,17217 Woodside Dr SE,Renton,WA 98058,5,10
498,210000.0,3,2.5,1040,2643,2.0,0,0,3,720,320,2004,2003,5145 S Roxbury St,Seattle,WA 98118,5,10
499,522000.0,4,2.25,1800,8623,1.0,0,0,4,1360,440,1980,0,11725 NE 102nd Pl,Kirkland,WA 98033,5,34
500,770000.0,3,1.75,1720,5000,1.0,0,0,3,1720,0,1954,2014,1614 33rd Ave,Seattle,WA 98122,5,60
501,499950.0,3,1.0,980,6380,1.0,0,0,3,760,220,1941,1994,1733 NE 88th St,Seattle,WA 98115,5,73
502,751000.0,4,2.5,3110,6142,2.0,0,0,3,3110,0,2004,2003,11461-11577 172nd Ave NE,Redmond,WA 98052,5,10
503,330000.0,5,3.0,2100,7715,1.0,0,0,3,1250,850,2013,1923,1047-1099 S 130th St,Burien,WA 98168,5,1
504,465000.0,3,1.5,2020,11358,1.0,0,0,4,1190,830,1956,0,11618 NE 65th St,Kirkland,WA 98033,5,58
505,850000.0,4,1.75,2350,11914,1.0,0,0,4,2350,0,1961,2001,8223 SE 71st St,Mercer Island,WA 98040,5,53
506,947500.0,4,2.25,3290,12329,1.5,0,0,4,3290,0,1968,0,9202 SE 46th St,Mercer Island,WA 98040,5,46
507,302000.0,5,2.25,2180,7813,2.0,0,0,3,2180,0,1986,0,26405 218th Ave SE,Maple Valley,WA 98038,5,28
508,500000.0,2,2.25,1290,1334,3.0,0,0,3,1290,0,2007,0,5900 20th Ave NW,Seattle,WA 98107,5,7
509,201000.0,3,1.0,1460,9750,1.0,0,0,4,1460,0,1969,0,30928 148th Ave SE,Kent,WA 98042,5,45
510,265000.0,2,1.0,1290,2828,2.0,0,0,3,1290,0,2008,0,23549 NE 111th St,Redmond,WA 98053,5,6
511,870300.0,4,2.5,2350,3150,1.5,0,0,4,1690,660,1910,0,4410 Burke Ave N,Seattle,WA 98103,5,104
512,339000.0,3,1.0,1080,8100,1.0,0,0,4,1080,0,1955,2009,20248 20th Ave NE,Shoreline,WA 98155,5,59
513,690000.0,4,2.5,2670,13463,2.0,0,0,4,2670,0,1989,0,24127 SE 45th Pl,Issaquah,WA 98029,5,25
514,788000.0,4,3.25,3680,5759,2.0,0,0,3,2840,840,2003,0,570 Wilderness Peak Dr NW,Issaquah,WA 98027,5,11
515,315275.0,3,1.75,1440,8040,1.0,0,0,3,960,480,1951,1994,11521 22nd Ave NE,Seattle,WA 98125,5,63
516,505000.0,4,1.75,1940,4800,1.0,0,0,5,1030,910,1922,1956,414 14th Ave,Seattle,WA 98122,5,92
517,368000.0,3,1.0,1280,9898,1.0,0,0,3,1280,0,1968,1997,13222 NE 193rd Pl,Woodinville,WA 98072,5,46
519,156000.0,3,1.0,970,8580,1.0,0,0,3,970,0,1959,1989,29621 18th Ave S,Federal Way,WA 98003,5,55
520,610000.0,4,3.0,2110,5000,1.5,0,2,4,1640,470,1930,0,9319 45th Ave SW,Seattle,WA 98136,5,84
521,420000.0,2,2.5,1480,1369,3.0,0,0,3,1480,0,2009,0,8107 165th Ave NE,Redmond,WA 98052,5,5
522,192000.0,2,1.0,700,10540,1.0,0,0,3,700,0,1953,0,124 SW 185th St,Normandy Park,WA 98166,5,61
523,910000.0,3,2.0,2700,6120,1.0,0,0,4,1350,1350,1962,0,124 NE 61st St,Seattle,WA 98115,5,52
526,840000.0,4,2.75,2600,2750,1.5,0,0,3,1620,980,1936,0,2455 Queen Anne Ave N,Seattle,WA 98109,5,78
527,300000.0,2,1.75,1360,8100,1.0,0,0,3,860,500,1975,0,13730 2nd Ave NW,Seattle,WA 98177,5,39
528,505000.0,4,2.5,2780,6369,1.0,0,0,3,1590,1190,1978,0,9311 NE 142nd St,Kirkland,WA 98034,5,36
530,746000.0,3,2.5,2620,8950,2.0,0,0,3,2620,0,1992,0,16580 SE 57th Pl,Bellevue,WA 98006,5,22
531,211000.0,3,1.5,1350,7620,1.0,0,0,5,1350,0,1941,0,16251 12th Ave SW,Burien,WA 98166,5,73
532,675000.0,4,3.0,2400,3340,1.0,0,0,4,1200,1200,1964,0,618 NW 49th St,Seattle,WA 98107,5,50
533,734200.0,4,2.5,2760,5000,1.5,0,0,5,1680,1080,1928,1970,950 NW 60th St,Seattle,WA 98107,5,86
536,630000.0,4,2.0,1770,6000,2.0,0,0,5,1770,0,1911,1981,3219 34th Ave W,Seattle,WA 98199,5,103
538,301500.0,2,1.5,830,1333,2.0,0,0,3,830,0,2005,0,5650 Fauntleroy Way SW,Seattle,WA 98136,5,9
539,369000.0,2,2.5,980,895,2.0,0,0,3,670,310,2009,0,1716 California Ave SW,Seattle,WA 98116,5,5
